"subject","version","assignmentId","role","orderCond","s","c","p","oppType","choice","globalRound","matchNum","matchRound","score","rt","oppChoice","oppScore","stamp","id"
"A1NBHHH443OZPE","sp_v3_real2","3VHP9MDGRNLIOVJJ18VMHKF1WQRCFO","0","1","4","3","8","1","0","3","0","3","120","1518","0","0","2017-06-21 18:17:52","9160"
"A9WIOFVRSYW3L","sp_v3_real2","3GNCZX450IO6MTBFVXV0NJ3HYTTAPN","0","1","2","3","4","2","0","29","2","0","144","4405","0","-31","2017-06-21 18:17:52","9161"
"A1BAPMRIU7SGSP","sp_v3_real2","3TAYZSBPLL9EUIW3AZ6FC6PU9P82SO","0","1","2","3","6","2","0","33","2","1","120","1046","0","0","2017-06-21 18:17:53","9162"
"A2MW2KLUNJ5SF8","sp_v3_real2","3QAVNHZ3EM5GV8WH352T62UXTJSALP","1","1","2","1","6","2","1","51","2","16","66","309","1","-72","2017-06-21 18:17:53","9163"
"A27ZE20JZ3VDUP","sp_v3_real2","3WS1NTTKEYDYU3O3PS22MJD0N1UF0Y","1","1","1","4","2","2","0","37","2","2","112","49","1","2","2017-06-21 18:17:54","9164"
"A1O0DVNTMUGRLK","sp_v3_real2","35H6S234SA116HHTL55A98WEBA2566","0","0","3","2","5","1","0","49","2","10","118","461","0","-5","2017-06-21 18:17:54","9165"
"A2ORPKVJKI0EIO","sp_v3_real2","3PQ8K71NHXLZZP5D6ED3XOEMZ7TAA7","0","0","4","2","8","2","0","17","0","17","112","292","0","-12","2017-06-21 18:17:54","9166"
"A335A3K24AK7HK","sp_v3_real2","3L70J4KAZGNXXW8PQO45NPMSKAQAD9","1","1","3","4","7","0","0","18","1","3","120","567","0","0","2017-06-21 18:17:55","9167"
"AVFHRN0S32V2H","sp_v3_real2","33C7UALJVLZPMDZYDX0WQWFO5PN81D","0","0","4","3","5","1","0","32","1","12","118","769","0","-14","2017-06-21 18:17:55","9168"
"AHUKCHMKUJHQQ","sp_v3_real2","39ZSFO5CA8XUFRMF6P77QOTZWXFJU8","1","1","1","3","3","2","0","47","2","13","100","587","1","8","2017-06-21 18:17:55","9169"
"A2O4RICIH4QZU9","sp_v3_real2","3GGAI1SQEVZOU5B0NVZZCAZATR3CMV","1","0","3","4","5","2","0","1","0","1","114","9896","1","6","2017-06-21 18:17:55","9170"
"AVI7K876BV3QL","sp_v3_real2","3CP1TO84PT2DOGYSY3T7JVF2V5052P","1","1","4","4","7","0","0","23","1","12","157","560","0","-48","2017-06-21 18:17:55","9171"
"A2O9DCJ35SXHXI","sp_v3_real2","3Q8GYXHFEP3QMYQUVWIDV8OO7WD5CY","1","0","2","2","3","1","0","56","2","16","86","313","1","34","2017-06-21 18:17:56","9172"
"A1QVNF19XSRSD7","sp_v3_real2","3HQUKB7LNFFTJZL5IQXNVWOUPX9HH0","0","1","2","4","6","2","1","43","2","15","70","19517","1","-130","2017-06-21 18:17:56","9173"
"A2XMO68T3BJFFA","sp_v3_real2","3FTYUGLFSUM0RQW8VSDOFE66SWP5DY","0","1","1","1","2","2","1","41","2","4","113","334","1","-11","2017-06-21 18:17:56","9174"
"AUTNQL1CG22BZ","sp_v3_real2","3IO1LGZLK9YKTZ0VJ3CDLS65D0386B","0","1","3","3","5","2","0","50","2","18","120","583","0","0","2017-06-21 18:17:56","9175"
"A22J1U3RTB7TG4","sp_v3_real2","323Q6SJS8IH953UZN09NSBCH9IWHF2","1","1","2","3","3","0","0","15","1","3","141","1403","0","-27","2017-06-21 18:17:57","9176"
"AFOBK6GQC2TJZ","sp_v3_real2","3LRKMWOKB5IBVUIH5R0N8ZMXW482ZT","1","0","1","4","4","1","0","44","2","5","94","455","1","26","2017-06-21 18:17:57","9177"
"A2HOUSKURBF8UA","sp_v3_real2","34T446B1C0FRRR4TYQC1EDSXQO20C8","0","0","4","2","7","0","0","32","1","12","120","1811","0","0","2017-06-21 18:17:58","9178"
"ALVNLAB9WP9I4","sp_v3_real2","3X4JMASXCMA8HMCNKQG63TMF8320B1","0","1","2","3","6","0","1","21","1","9","116","1593","0","4","2017-06-21 18:17:58","9179"
"A1HWTTN3JEUNZY","sp_v3_real2","3P59JYT76LLF9I9IZZB5MBLGB8M2TD","0","0","4","2","5","0","0","21","1","1","120","550","0","0","2017-06-21 18:17:58","9180"
"A2WCDQDLMC6J72","sp_v3_real2","3SNVL38CI4TT4HBX2JMJXX764M8CKQ","1","0","3","1","4","1","0","39","2","6","116","1675","0","-1","2017-06-21 18:17:59","9181"
"A27ZE20JZ3VDUP","sp_v3_real2","3WS1NTTKEYDYU3O3PS22MJD0N1UF0Y","1","1","1","4","2","2","0","38","2","3","111","250","1","3","2017-06-21 18:17:59","9182"
"A9WIOFVRSYW3L","sp_v3_real2","3GNCZX450IO6MTBFVXV0NJ3HYTTAPN","0","1","2","3","4","2","1","30","2","1","142","619","1","-36","2017-06-21 18:18:00","9183"
"A36A510EEJ0NOC","sp_v3_real2","3F6HPJW4JD171ZDCU4GG9VSFF242W3","1","0","4","1","8","2","1","2","0","2","106","6361","1","-4","2017-06-21 18:18:00","9184"
"A9YN0N476F6PR","sp_v3_real2","39ASUFLU6X8ELFUIXT73DFFBL7ZXES","0","0","4","1","5","2","0","17","0","17","112","6638","0","-40","2017-06-21 18:18:00","9185"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","0","0","43","2","3","60","11461","0","60","2017-06-21 18:18:00","9186"
"A2ORPKVJKI0EIO","sp_v3_real2","3PQ8K71NHXLZZP5D6ED3XOEMZ7TAA7","0","0","4","2","8","2","0","18","0","18","112","161","0","-12","2017-06-21 18:18:00","9187"
"A2WOU3CII8ER24","sp_v3_real2","3TE3O8573092T3WQVA6AMWKYNNP2R0","1","0","3","4","7","1","0","43","2","5","101","1210","0","-25","2017-06-21 18:18:01","9188"
"ALL5YYZDJ4FB2","sp_v3_real2","3LQ8PUHQFLTTFUWPO8F8V8P9PAOHIT","0","0","1","1","5","0","0","35","1","15","108","1807","0","-6","2017-06-21 18:18:02","9189"
"A1NBHHH443OZPE","sp_v3_real2","3VHP9MDGRNLIOVJJ18VMHKF1WQRCFO","0","1","4","3","8","1","0","4","0","4","120","2199","0","0","2017-06-21 18:18:02","9190"
"A1BAPMRIU7SGSP","sp_v3_real2","3TAYZSBPLL9EUIW3AZ6FC6PU9P82SO","0","1","2","3","6","2","0","34","2","2","120","1018","0","0","2017-06-21 18:18:02","9191"
"AVI7K876BV3QL","sp_v3_real2","3CP1TO84PT2DOGYSY3T7JVF2V5052P","1","1","4","4","7","0","0","24","1","13","157","391","0","-48","2017-06-21 18:18:02","9192"
"A335A3K24AK7HK","sp_v3_real2","3L70J4KAZGNXXW8PQO45NPMSKAQAD9","1","1","3","4","7","0","0","19","1","4","120","646","0","0","2017-06-21 18:18:02","9193"
"A1O0DVNTMUGRLK","sp_v3_real2","35H6S234SA116HHTL55A98WEBA2566","0","0","3","2","5","1","0","50","2","11","118","558","0","-5","2017-06-21 18:18:02","9194"
"A2XMO68T3BJFFA","sp_v3_real2","3FTYUGLFSUM0RQW8VSDOFE66SWP5DY","0","1","1","1","2","2","1","42","2","5","112","346","1","-13","2017-06-21 18:18:03","9195"
"AVFHRN0S32V2H","sp_v3_real2","33C7UALJVLZPMDZYDX0WQWFO5PN81D","0","0","4","3","5","1","0","33","1","13","118","1692","0","-14","2017-06-21 18:18:03","9196"
"AUTNQL1CG22BZ","sp_v3_real2","3IO1LGZLK9YKTZ0VJ3CDLS65D0386B","0","1","3","3","5","2","0","51","2","19","120","1163","0","0","2017-06-21 18:18:04","9197"
"A3USP1ZP069KCK","sp_v3_real2","3Z4XG4ZF48SXCEKRKQL3L5JPA41X8T","1","1","4","3","5","2","0","29","2","3","96","15750","1","-8","2017-06-21 18:18:04","9198"
"A2O9DCJ35SXHXI","sp_v3_real2","3Q8GYXHFEP3QMYQUVWIDV8OO7WD5CY","1","0","2","2","3","1","0","57","2","17","84","437","1","36","2017-06-21 18:18:04","9199"
"AHUKCHMKUJHQQ","sp_v3_real2","39ZSFO5CA8XUFRMF6P77QOTZWXFJU8","1","1","1","3","3","2","0","48","2","14","99","877","1","9","2017-06-21 18:18:04","9200"
"ALVNLAB9WP9I4","sp_v3_real2","3X4JMASXCMA8HMCNKQG63TMF8320B1","0","1","2","3","6","0","1","22","1","10","118","1716","0","2","2017-06-21 18:18:06","9201"
"A1HWTTN3JEUNZY","sp_v3_real2","3P59JYT76LLF9I9IZZB5MBLGB8M2TD","0","0","4","2","5","0","0","22","1","2","120","665","0","0","2017-06-21 18:18:06","9202"
"A2WCDQDLMC6J72","sp_v3_real2","3SNVL38CI4TT4HBX2JMJXX764M8CKQ","1","0","3","1","4","1","0","40","2","7","116","345","0","-1","2017-06-21 18:18:06","9203"
"A2ORPKVJKI0EIO","sp_v3_real2","3PQ8K71NHXLZZP5D6ED3XOEMZ7TAA7","0","0","4","2","8","2","0","19","0","19","112","270","0","-12","2017-06-21 18:18:06","9204"
"A9WIOFVRSYW3L","sp_v3_real2","3GNCZX450IO6MTBFVXV0NJ3HYTTAPN","0","1","2","3","4","2","1","31","2","2","140","546","1","-41","2017-06-21 18:18:06","9205"
"A27ZE20JZ3VDUP","sp_v3_real2","3WS1NTTKEYDYU3O3PS22MJD0N1UF0Y","1","1","1","4","2","2","1","39","2","4","106","881","1","2","2017-06-21 18:18:07","9206"
"A22J1U3RTB7TG4","sp_v3_real2","323Q6SJS8IH953UZN09NSBCH9IWHF2","1","1","2","3","3","0","0","16","1","4","141","2245","0","-27","2017-06-21 18:18:07","9207"
"AFOBK6GQC2TJZ","sp_v3_real2","3LRKMWOKB5IBVUIH5R0N8ZMXW482ZT","1","0","1","4","4","1","0","45","2","6","93","674","1","27","2017-06-21 18:18:07","9208"
"A2HOUSKURBF8UA","sp_v3_real2","34T446B1C0FRRR4TYQC1EDSXQO20C8","0","0","4","2","7","0","0","33","1","13","120","1522","0","0","2017-06-21 18:18:07","9209"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","0","0","44","2","4","60","1061","0","60","2017-06-21 18:18:08","9210"
"A36A510EEJ0NOC","sp_v3_real2","3F6HPJW4JD171ZDCU4GG9VSFF242W3","1","0","4","1","8","2","1","3","0","3","101","1524","1","-8","2017-06-21 18:18:09","9211"
"A10GJ2FOR16B2I","sp_v3_real2","3RSDURM96AN3LKKS2PT5WTMKNDUEYG","0","1","1","3","2","2","0","48","2","13","118","1107","0","-8","2017-06-21 18:18:09","9212"
"A335A3K24AK7HK","sp_v3_real2","3L70J4KAZGNXXW8PQO45NPMSKAQAD9","1","1","3","4","7","0","0","20","1","5","120","737","0","0","2017-06-21 18:18:09","9213"
"A1O0DVNTMUGRLK","sp_v3_real2","35H6S234SA116HHTL55A98WEBA2566","0","0","3","2","5","1","0","51","2","12","118","615","0","-5","2017-06-21 18:18:09","9214"
"A1NBHHH443OZPE","sp_v3_real2","3VHP9MDGRNLIOVJJ18VMHKF1WQRCFO","0","1","4","3","8","1","0","5","0","5","120","1141","0","0","2017-06-21 18:18:09","9215"
"A9YN0N476F6PR","sp_v3_real2","39ASUFLU6X8ELFUIXT73DFFBL7ZXES","0","0","4","1","5","2","0","18","0","18","112","2237","0","-40","2017-06-21 18:18:10","9216"
"A2XMO68T3BJFFA","sp_v3_real2","3FTYUGLFSUM0RQW8VSDOFE66SWP5DY","0","1","1","1","2","2","1","43","2","6","111","332","1","-15","2017-06-21 18:18:10","9217"
"A1BAPMRIU7SGSP","sp_v3_real2","3TAYZSBPLL9EUIW3AZ6FC6PU9P82SO","0","1","2","3","6","2","0","35","2","3","120","1176","0","0","2017-06-21 18:18:10","9218"
"A2O4RICIH4QZU9","sp_v3_real2","3GGAI1SQEVZOU5B0NVZZCAZATR3CMV","1","0","3","4","5","2","0","2","0","2","111","2319","1","9","2017-06-21 18:18:10","9219"
"A2O9DCJ35SXHXI","sp_v3_real2","3Q8GYXHFEP3QMYQUVWIDV8OO7WD5CY","1","0","2","2","3","1","0","58","2","18","82","481","1","38","2017-06-21 18:18:11","9220"
"AVFHRN0S32V2H","sp_v3_real2","33C7UALJVLZPMDZYDX0WQWFO5PN81D","0","0","4","3","5","1","0","34","1","14","118","991","0","-14","2017-06-21 18:18:11","9221"
"AHUKCHMKUJHQQ","sp_v3_real2","39ZSFO5CA8XUFRMF6P77QOTZWXFJU8","1","1","1","3","3","2","0","49","2","15","98","385","1","10","2017-06-21 18:18:11","9222"
"A2MW2KLUNJ5SF8","sp_v3_real2","3QAVNHZ3EM5GV8WH352T62UXTJSALP","1","1","2","1","6","2","1","52","2","17","63","356","1","-76","2017-06-21 18:18:12","9223"
"A27ZE20JZ3VDUP","sp_v3_real2","3WS1NTTKEYDYU3O3PS22MJD0N1UF0Y","1","1","1","4","2","2","0","40","2","5","105","70","1","3","2017-06-21 18:18:12","9224"
"A2MW2KLUNJ5SF8","sp_v3_real2","3QAVNHZ3EM5GV8WH352T62UXTJSALP","1","1","2","1","6","2","1","53","2","18","60","292","1","-80","2017-06-21 18:18:12","9225"
"ALVNLAB9WP9I4","sp_v3_real2","3X4JMASXCMA8HMCNKQG63TMF8320B1","0","1","2","3","6","0","1","23","1","11","120","817","0","0","2017-06-21 18:18:12","9226"
"A2MW2KLUNJ5SF8","sp_v3_real2","3QAVNHZ3EM5GV8WH352T62UXTJSALP","1","1","2","1","6","2","1","54","2","19","57","310","1","-84","2017-06-21 18:18:13","9227"
"A1HWTTN3JEUNZY","sp_v3_real2","3P59JYT76LLF9I9IZZB5MBLGB8M2TD","0","0","4","2","5","0","0","23","1","3","120","632","0","0","2017-06-21 18:18:13","9228"
"A9WIOFVRSYW3L","sp_v3_real2","3GNCZX450IO6MTBFVXV0NJ3HYTTAPN","0","1","2","3","4","2","1","32","2","3","138","350","1","-46","2017-06-21 18:18:13","9229"
"A2WCDQDLMC6J72","sp_v3_real2","3SNVL38CI4TT4HBX2JMJXX764M8CKQ","1","0","3","1","4","1","0","41","2","8","116","521","0","-1","2017-06-21 18:18:13","9230"
"A3USP1ZP069KCK","sp_v3_real2","3Z4XG4ZF48SXCEKRKQL3L5JPA41X8T","1","1","4","3","5","2","0","30","2","4","92","1607","1","-4","2017-06-21 18:18:13","9231"
"AFOBK6GQC2TJZ","sp_v3_real2","3LRKMWOKB5IBVUIH5R0N8ZMXW482ZT","1","0","1","4","4","1","0","46","2","7","92","800","1","28","2017-06-21 18:18:14","9232"
"A1QVNF19XSRSD7","sp_v3_real2","3HQUKB7LNFFTJZL5IQXNVWOUPX9HH0","0","1","2","4","6","2","1","44","2","16","66","960","1","-136","2017-06-21 18:18:14","9233"
"A22J1U3RTB7TG4","sp_v3_real2","323Q6SJS8IH953UZN09NSBCH9IWHF2","1","1","2","3","3","0","0","17","1","5","141","1004","0","-27","2017-06-21 18:18:15","9234"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","0","0","45","2","5","60","1077","0","60","2017-06-21 18:18:16","9235"
"A1O0DVNTMUGRLK","sp_v3_real2","35H6S234SA116HHTL55A98WEBA2566","0","0","3","2","5","1","0","52","2","13","118","343","0","-5","2017-06-21 18:18:16","9236"
"A2XMO68T3BJFFA","sp_v3_real2","3FTYUGLFSUM0RQW8VSDOFE66SWP5DY","0","1","1","1","2","2","1","44","2","7","110","508","1","-17","2017-06-21 18:18:16","9237"
"A2WOU3CII8ER24","sp_v3_real2","3TE3O8573092T3WQVA6AMWKYNNP2R0","1","0","3","4","7","1","0","44","2","6","101","1947","0","-25","2017-06-21 18:18:16","9238"
"A2O9DCJ35SXHXI","sp_v3_real2","3Q8GYXHFEP3QMYQUVWIDV8OO7WD5CY","1","0","2","2","3","1","0","59","2","19","80","302","1","40","2017-06-21 18:18:17","9239"
"A1BAPMRIU7SGSP","sp_v3_real2","3TAYZSBPLL9EUIW3AZ6FC6PU9P82SO","0","1","2","3","6","2","0","36","2","4","120","426","0","0","2017-06-21 18:18:17","9240"
"A1NBHHH443OZPE","sp_v3_real2","3VHP9MDGRNLIOVJJ18VMHKF1WQRCFO","0","1","4","3","8","1","0","6","0","6","120","2078","0","0","2017-06-21 18:18:18","9241"
"A27ZE20JZ3VDUP","sp_v3_real2","3WS1NTTKEYDYU3O3PS22MJD0N1UF0Y","1","1","1","4","2","2","0","41","2","6","104","188","1","4","2017-06-21 18:18:18","9242"
"A335A3K24AK7HK","sp_v3_real2","3L70J4KAZGNXXW8PQO45NPMSKAQAD9","1","1","3","4","7","0","0","21","1","6","120","559","0","0","2017-06-21 18:18:18","9243"
"A1M7LS52Q27AHU","sp_v3_real2","338JKRMM260E9CDRCKNVEA1QC2JAHI","1","1","4","3","5","0","0","4","0","4","120","198","0","0","2017-06-21 18:18:18","9244"
"AHUKCHMKUJHQQ","sp_v3_real2","39ZSFO5CA8XUFRMF6P77QOTZWXFJU8","1","1","1","3","3","2","0","50","2","16","97","662","1","11","2017-06-21 18:18:18","9245"
"A36A510EEJ0NOC","sp_v3_real2","3F6HPJW4JD171ZDCU4GG9VSFF242W3","1","0","4","1","8","2","1","4","0","4","96","2018","1","-12","2017-06-21 18:18:19","9246"
"ALVNLAB9WP9I4","sp_v3_real2","3X4JMASXCMA8HMCNKQG63TMF8320B1","0","1","2","3","6","0","1","24","1","12","122","573","0","-2","2017-06-21 18:18:19","9247"
"AVFHRN0S32V2H","sp_v3_real2","33C7UALJVLZPMDZYDX0WQWFO5PN81D","0","0","4","3","5","1","0","35","1","15","118","1379","0","-14","2017-06-21 18:18:19","9248"
"A9WIOFVRSYW3L","sp_v3_real2","3GNCZX450IO6MTBFVXV0NJ3HYTTAPN","0","1","2","3","4","2","1","33","2","4","136","291","1","-51","2017-06-21 18:18:19","9249"
"A1HWTTN3JEUNZY","sp_v3_real2","3P59JYT76LLF9I9IZZB5MBLGB8M2TD","0","0","4","2","5","0","0","24","1","4","120","485","0","0","2017-06-21 18:18:20","9250"
"A9YN0N476F6PR","sp_v3_real2","39ASUFLU6X8ELFUIXT73DFFBL7ZXES","0","0","4","1","5","2","0","19","0","19","112","580","0","-40","2017-06-21 18:18:20","9251"
"A2WCDQDLMC6J72","sp_v3_real2","3SNVL38CI4TT4HBX2JMJXX764M8CKQ","1","0","3","1","4","1","0","42","2","9","116","292","0","-1","2017-06-21 18:18:20","9252"
"A1QVNF19XSRSD7","sp_v3_real2","3HQUKB7LNFFTJZL5IQXNVWOUPX9HH0","0","1","2","4","6","2","1","45","2","17","62","436","1","-142","2017-06-21 18:18:21","9253"
"AFOBK6GQC2TJZ","sp_v3_real2","3LRKMWOKB5IBVUIH5R0N8ZMXW482ZT","1","0","1","4","4","1","0","47","2","8","91","622","1","29","2017-06-21 18:18:21","9254"
"A2O4RICIH4QZU9","sp_v3_real2","3GGAI1SQEVZOU5B0NVZZCAZATR3CMV","1","0","3","4","5","2","0","3","0","3","108","1495","1","12","2017-06-21 18:18:22","9255"
"A1O0DVNTMUGRLK","sp_v3_real2","35H6S234SA116HHTL55A98WEBA2566","0","0","3","2","5","1","0","53","2","14","118","640","0","-5","2017-06-21 18:18:22","9256"
"A2ORPKVJKI0EIO","sp_v3_real2","3PQ8K71NHXLZZP5D6ED3XOEMZ7TAA7","1","0","4","2","8","0","0","20","1","0","112","1251","0","-12","2017-06-21 18:18:22","9257"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","0","0","46","2","6","60","613","0","60","2017-06-21 18:18:23","9258"
"A27ZE20JZ3VDUP","sp_v3_real2","3WS1NTTKEYDYU3O3PS22MJD0N1UF0Y","1","1","1","4","2","2","0","42","2","7","103","159","1","5","2017-06-21 18:18:24","9259"
"A2XMO68T3BJFFA","sp_v3_real2","3FTYUGLFSUM0RQW8VSDOFE66SWP5DY","0","1","1","1","2","2","0","45","2","8","110","1597","0","-17","2017-06-21 18:18:24","9260"
"A1M7LS52Q27AHU","sp_v3_real2","338JKRMM260E9CDRCKNVEA1QC2JAHI","1","1","4","3","5","0","0","5","0","5","120","215","0","0","2017-06-21 18:18:25","9261"
"A22J1U3RTB7TG4","sp_v3_real2","323Q6SJS8IH953UZN09NSBCH9IWHF2","1","1","2","3","3","0","0","18","1","6","141","2087","0","-27","2017-06-21 18:18:25","9262"
"ALVNLAB9WP9I4","sp_v3_real2","3X4JMASXCMA8HMCNKQG63TMF8320B1","0","1","2","3","6","0","1","25","1","13","124","495","0","-4","2017-06-21 18:18:25","9263"
"A9WIOFVRSYW3L","sp_v3_real2","3GNCZX450IO6MTBFVXV0NJ3HYTTAPN","0","1","2","3","4","2","1","34","2","5","134","335","1","-56","2017-06-21 18:18:26","9264"
"AHUKCHMKUJHQQ","sp_v3_real2","39ZSFO5CA8XUFRMF6P77QOTZWXFJU8","1","1","1","3","3","2","0","51","2","17","96","913","1","12","2017-06-21 18:18:26","9265"
"AVFHRN0S32V2H","sp_v3_real2","33C7UALJVLZPMDZYDX0WQWFO5PN81D","0","0","4","3","5","1","0","36","1","16","118","1072","0","-14","2017-06-21 18:18:26","9266"
"A1HWTTN3JEUNZY","sp_v3_real2","3P59JYT76LLF9I9IZZB5MBLGB8M2TD","0","0","4","2","5","0","0","25","1","5","120","543","0","0","2017-06-21 18:18:27","9267"
"A2WCDQDLMC6J72","sp_v3_real2","3SNVL38CI4TT4HBX2JMJXX764M8CKQ","1","0","3","1","4","1","0","43","2","10","116","353","0","-1","2017-06-21 18:18:27","9268"
"A3USP1ZP069KCK","sp_v3_real2","3Z4XG4ZF48SXCEKRKQL3L5JPA41X8T","1","1","4","3","5","2","0","31","2","5","88","4597","1","0","2017-06-21 18:18:27","9269"
"AVI7K876BV3QL","sp_v3_real2","3CP1TO84PT2DOGYSY3T7JVF2V5052P","1","1","4","4","7","2","1","25","2","0","149","3995","1","-51","2017-06-21 18:18:27","9270"
"A1QVNF19XSRSD7","sp_v3_real2","3HQUKB7LNFFTJZL5IQXNVWOUPX9HH0","0","1","2","4","6","2","1","46","2","18","58","439","1","-148","2017-06-21 18:18:27","9271"
"A1NBHHH443OZPE","sp_v3_real2","3VHP9MDGRNLIOVJJ18VMHKF1WQRCFO","0","1","4","3","8","1","0","7","0","7","120","2126","0","0","2017-06-21 18:18:27","9272"
"A335A3K24AK7HK","sp_v3_real2","3L70J4KAZGNXXW8PQO45NPMSKAQAD9","1","1","3","4","7","0","0","22","1","7","120","1465","0","0","2017-06-21 18:18:27","9273"
"A2WOU3CII8ER24","sp_v3_real2","3TE3O8573092T3WQVA6AMWKYNNP2R0","1","0","3","4","7","1","0","45","2","7","101","2740","0","-25","2017-06-21 18:18:28","9274"
"A1BAPMRIU7SGSP","sp_v3_real2","3TAYZSBPLL9EUIW3AZ6FC6PU9P82SO","0","1","2","3","6","2","0","37","2","5","120","4471","0","0","2017-06-21 18:18:28","9275"
"A36A510EEJ0NOC","sp_v3_real2","3F6HPJW4JD171ZDCU4GG9VSFF242W3","1","0","4","1","8","2","1","5","0","5","91","2306","1","-16","2017-06-21 18:18:28","9276"
"AFOBK6GQC2TJZ","sp_v3_real2","3LRKMWOKB5IBVUIH5R0N8ZMXW482ZT","1","0","1","4","4","1","0","48","2","9","90","553","1","30","2017-06-21 18:18:29","9277"
"A2ORPKVJKI0EIO","sp_v3_real2","3PQ8K71NHXLZZP5D6ED3XOEMZ7TAA7","1","0","4","2","8","0","0","21","1","1","112","325","0","-12","2017-06-21 18:18:29","9278"
"A27ZE20JZ3VDUP","sp_v3_real2","3WS1NTTKEYDYU3O3PS22MJD0N1UF0Y","1","1","1","4","2","2","0","43","2","8","102","43","1","6","2017-06-21 18:18:29","9279"
"A3EHI7J2E5DSJK","sp_v3_real2","3WAKVUDHUWH1VWLD5GIANYOQ52F7UP","1","1","4","4","5","0","0","0","0","0","120","3522","0","0","2017-06-21 18:18:30","9280"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","0","0","3","3","4","0","0","47","2","7","60","1109","0","60","2017-06-21 18:18:30","9281"
"A1M7LS52Q27AHU","sp_v3_real2","338JKRMM260E9CDRCKNVEA1QC2JAHI","1","1","4","3","5","0","0","6","0","6","120","202","0","0","2017-06-21 18:18:31","9282"
"A2HOUSKURBF8UA","sp_v3_real2","34T446B1C0FRRR4TYQC1EDSXQO20C8","1","0","4","2","7","1","0","34","2","0","116","3453","1","4","2017-06-21 18:18:31","9283"
"A2XMO68T3BJFFA","sp_v3_real2","3FTYUGLFSUM0RQW8VSDOFE66SWP5DY","0","1","1","1","2","2","0","46","2","9","110","1544","0","-17","2017-06-21 18:18:32","9284"
"AHUKCHMKUJHQQ","sp_v3_real2","39ZSFO5CA8XUFRMF6P77QOTZWXFJU8","1","1","1","3","3","2","0","52","2","18","95","470","1","13","2017-06-21 18:18:33","9285"
"A22J1U3RTB7TG4","sp_v3_real2","323Q6SJS8IH953UZN09NSBCH9IWHF2","1","1","2","3","3","0","0","19","1","7","141","1225","0","-27","2017-06-21 18:18:34","9286"
"A1QVNF19XSRSD7","sp_v3_real2","3HQUKB7LNFFTJZL5IQXNVWOUPX9HH0","0","1","2","4","6","2","1","47","2","19","54","320","1","-154","2017-06-21 18:18:34","9287"
"A2WCDQDLMC6J72","sp_v3_real2","3SNVL38CI4TT4HBX2JMJXX764M8CKQ","1","0","3","1","4","1","0","44","2","11","116","736","0","-1","2017-06-21 18:18:34","9288"
"A9WIOFVRSYW3L","sp_v3_real2","3GNCZX450IO6MTBFVXV0NJ3HYTTAPN","0","1","2","3","4","2","0","35","2","6","134","2067","0","-56","2017-06-21 18:18:34","9289"
"AVFHRN0S32V2H","sp_v3_real2","33C7UALJVLZPMDZYDX0WQWFO5PN81D","0","0","4","3","5","1","0","37","1","17","118","1195","0","-14","2017-06-21 18:18:34","9290"
"A1HWTTN3JEUNZY","sp_v3_real2","3P59JYT76LLF9I9IZZB5MBLGB8M2TD","0","0","4","2","5","0","0","26","1","6","120","724","0","0","2017-06-21 18:18:35","9291"
"A1NBHHH443OZPE","sp_v3_real2","3VHP9MDGRNLIOVJJ18VMHKF1WQRCFO","0","1","4","3","8","1","0","8","0","8","120","1184","0","0","2017-06-21 18:18:35","9292"
"A27ZE20JZ3VDUP","sp_v3_real2","3WS1NTTKEYDYU3O3PS22MJD0N1UF0Y","1","1","1","4","2","2","0","44","2","9","101","20","1","7","2017-06-21 18:18:35","9293"
"A2O4RICIH4QZU9","sp_v3_real2","3GGAI1SQEVZOU5B0NVZZCAZATR3CMV","1","0","3","4","5","2","0","4","0","4","105","1614","1","15","2017-06-21 18:18:35","9294"
"A2ORPKVJKI0EIO","sp_v3_real2","3PQ8K71NHXLZZP5D6ED3XOEMZ7TAA7","1","0","4","2","8","0","0","22","1","2","112","399","0","-12","2017-06-21 18:18:36","9295"
"A335A3K24AK7HK","sp_v3_real2","3L70J4KAZGNXXW8PQO45NPMSKAQAD9","1","1","3","4","7","0","0","23","1","8","120","714","0","0","2017-06-21 18:18:36","9296"
"A1BAPMRIU7SGSP","sp_v3_real2","3TAYZSBPLL9EUIW3AZ6FC6PU9P82SO","0","1","2","3","6","2","0","38","2","6","120","1192","0","0","2017-06-21 18:18:36","9297"
"AFOBK6GQC2TJZ","sp_v3_real2","3LRKMWOKB5IBVUIH5R0N8ZMXW482ZT","1","0","1","4","4","1","0","49","2","10","89","601","1","31","2017-06-21 18:18:36","9298"
"A1M7LS52Q27AHU","sp_v3_real2","338JKRMM260E9CDRCKNVEA1QC2JAHI","1","1","4","3","5","0","0","7","0","7","120","198","0","0","2017-06-21 18:18:37","9299"
